"","subject","activity_label","variable","value"
"7686",21,"WALKING_UPSTAIRS","fBodyBodyGyroMag.mean..",-0.475369886808511
"7687",22,"LAYING","fBodyBodyGyroMag.mean..",-0.946055840972222
"7688",22,"SITTING","fBodyBodyGyroMag.mean..",-0.951952767258065
"7689",22,"STANDING","fBodyBodyGyroMag.mean..",-0.932065270793651
"7690",22,"WALKING","fBodyBodyGyroMag.mean..",-0.438378722826087
"7691",22,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.mean..",-0.338417326388889
"7692",22,"WALKING_UPSTAIRS","fBodyBodyGyroMag.mean..",-0.369902
"7693",23,"LAYING","fBodyBodyGyroMag.mean..",-0.966239347916667
"7694",23,"SITTING","fBodyBodyGyroMag.mean..",-0.952293277205882
"7695",23,"STANDING","fBodyBodyGyroMag.mean..",-0.944583829705882
"7696",23,"WALKING","fBodyBodyGyroMag.mean..",0.185078207383051
"7697",23,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.mean..",0.150825734842593
"7698",23,"WALKING_UPSTAIRS","fBodyBodyGyroMag.mean..",-0.380388292223529
"7699",24,"LAYING","fBodyBodyGyroMag.mean..",-0.964001383472222
"7700",24,"SITTING","fBodyBodyGyroMag.mean..",-0.977973720735294
"7701",24,"STANDING","fBodyBodyGyroMag.mean..",-0.963922314202899
"7702",24,"WALKING","fBodyBodyGyroMag.mean..",-0.534509163793103
"7703",24,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.mean..",-0.374298686727273
"7704",24,"WALKING_UPSTAIRS","fBodyBodyGyroMag.mean..",-0.564664994745763
"7705",25,"LAYING","fBodyBodyGyroMag.mean..",-0.910126993561644
"7706",25,"SITTING","fBodyBodyGyroMag.mean..",-0.979350913692308
"7707",25,"STANDING","fBodyBodyGyroMag.mean..",-0.968972499594595
"7708",25,"WALKING","fBodyBodyGyroMag.mean..",-0.562733252702703
"7709",25,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.mean..",-0.485763582068966
"7710",25,"WALKING_UPSTAIRS","fBodyBodyGyroMag.mean..",-0.567153469846154
"7711",26,"LAYING","fBodyBodyGyroMag.mean..",-0.974305179605263
"7712",26,"SITTING","fBodyBodyGyroMag.mean..",-0.97646387
"7713",26,"STANDING","fBodyBodyGyroMag.mean..",-0.972333108648649
"7714",26,"WALKING","fBodyBodyGyroMag.mean..",-0.551927613050847
"7715",26,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.mean..",-0.3345099466
"7716",26,"WALKING_UPSTAIRS","fBodyBodyGyroMag.mean..",-0.556084778181818
"7717",27,"LAYING","fBodyBodyGyroMag.mean..",-0.979890667972973
"7718",27,"SITTING","fBodyBodyGyroMag.mean..",-0.979482820857143
"7719",27,"STANDING","fBodyBodyGyroMag.mean..",-0.975525565625
"7720",27,"WALKING","fBodyBodyGyroMag.mean..",-0.519451704035088
"7721",27,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.mean..",-0.359113724772727
"7722",27,"WALKING_UPSTAIRS","fBodyBodyGyroMag.mean..",-0.607667730196078
"7723",28,"LAYING","fBodyBodyGyroMag.mean..",-0.944218369375
"7724",28,"SITTING","fBodyBodyGyroMag.mean..",-0.960297525
"7725",28,"STANDING","fBodyBodyGyroMag.mean..",-0.909652436329114
"7726",28,"WALKING","fBodyBodyGyroMag.mean..",-0.514602424814815
"7727",28,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.mean..",-0.223354793921739
"7728",28,"WALKING_UPSTAIRS","fBodyBodyGyroMag.mean..",-0.534835409607843
"7729",29,"LAYING","fBodyBodyGyroMag.mean..",-0.98400134173913
"7730",29,"SITTING","fBodyBodyGyroMag.mean..",-0.980269425833333
"7731",29,"STANDING","fBodyBodyGyroMag.mean..",-0.980879722923077
"7732",29,"WALKING","fBodyBodyGyroMag.mean..",-0.416817853396226
"7733",29,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.mean..",-0.381459881875
"7734",29,"WALKING_UPSTAIRS","fBodyBodyGyroMag.mean..",-0.357213897032653
"7735",30,"LAYING","fBodyBodyGyroMag.mean..",-0.962001199
"7736",30,"SITTING","fBodyBodyGyroMag.mean..",-0.973876282903226
"7737",30,"STANDING","fBodyBodyGyroMag.mean..",-0.917449417288136
"7738",30,"WALKING","fBodyBodyGyroMag.mean..",-0.358344356
"7739",30,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.mean..",-0.356772347348871
"7740",30,"WALKING_UPSTAIRS","fBodyBodyGyroMag.mean..",-0.449150735076923
"7741",1,"LAYING","fBodyBodyGyroMag.meanFreq..",-0.1397750127
"7742",1,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.000262186717021277
"7743",1,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.0286057725328302
"7744",1,"WALKING","fBodyBodyGyroMag.meanFreq..",0.268844367525895
"7745",1,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.349613895469388
"7746",1,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.219303376110566
"7747",2,"LAYING","fBodyBodyGyroMag.meanFreq..",0.01856447223125
"7748",2,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.106358909173913
"7749",2,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.0661266045796296
"7750",2,"WALKING","fBodyBodyGyroMag.meanFreq..",0.305283825254237
"7751",2,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.103971241706383
"7752",2,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.022752769044375
"7753",3,"LAYING","fBodyBodyGyroMag.meanFreq..",-0.0229296114693548
"7754",3,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.115525765230769
"7755",3,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.309822161422951
"7756",3,"WALKING","fBodyBodyGyroMag.meanFreq..",0.180946463034483
"7757",3,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.0516699550093633
"7758",3,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.177730591459322
"7759",4,"LAYING","fBodyBodyGyroMag.meanFreq..",-0.259851969798148
"7760",4,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.20008475764
"7761",4,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.286128312085714
"7762",4,"WALKING","fBodyBodyGyroMag.meanFreq..",0.0697301245295
"7763",4,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.0600292045888889
"7764",4,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.150274479246154
"7765",5,"LAYING","fBodyBodyGyroMag.meanFreq..",0.102441765923077
"7766",5,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.00578350086590909
"7767",5,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.157768871232143
"7768",5,"WALKING","fBodyBodyGyroMag.meanFreq..",0.250620609769643
"7769",5,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.204633757510638
"7770",5,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.0234001987774468
"7771",6,"LAYING","fBodyBodyGyroMag.meanFreq..",0.119317522942105
"7772",6,"SITTING","fBodyBodyGyroMag.meanFreq..",0.0461735838090909
"7773",6,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.0701196902631579
"7774",6,"WALKING","fBodyBodyGyroMag.meanFreq..",0.293109613491228
"7775",6,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.230693028479167
"7776",6,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",0.0144807316545098
"7777",7,"LAYING","fBodyBodyGyroMag.meanFreq..",-0.265784491092308
"7778",7,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.142830891383333
"7779",7,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.187181670020755
"7780",7,"WALKING","fBodyBodyGyroMag.meanFreq..",0.300315718087719
"7781",7,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.235200926489362
"7782",7,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.165200896648451
"7783",8,"LAYING","fBodyBodyGyroMag.meanFreq..",-0.0620563752462963
"7784",8,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.141126202673913
"7785",8,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.108780315687387
"7786",8,"WALKING","fBodyBodyGyroMag.meanFreq..",0.0890005737952083
"7787",8,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.267675982868421
"7788",8,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.128115003341463
"7789",9,"LAYING","fBodyBodyGyroMag.meanFreq..",-0.20634356866
"7790",9,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.19597005159
"7791",9,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.174953568622222
"7792",9,"WALKING","fBodyBodyGyroMag.meanFreq..",0.127416241121154
"7793",9,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.0656782201880952
"7794",9,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.259962957795918
"7795",10,"LAYING","fBodyBodyGyroMag.meanFreq..",0.216535434472414
"7796",10,"SITTING","fBodyBodyGyroMag.meanFreq..",0.00581337385185185
"7797",10,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.226492596295455
"7798",10,"WALKING","fBodyBodyGyroMag.meanFreq..",0.129100106828302
"7799",10,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.0774362595943947
"7800",10,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.194447276040426
"7801",11,"LAYING","fBodyBodyGyroMag.meanFreq..",0.0406004062738596
"7802",11,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.0398966601509434
"7803",11,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.0478486176276596
"7804",11,"WALKING","fBodyBodyGyroMag.meanFreq..",-0.0748370693566102
"7805",11,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.169884463904348
"7806",11,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.377996100925926
"7807",12,"LAYING","fBodyBodyGyroMag.meanFreq..",0.00220615496116666
"7808",12,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.111982191447059
"7809",12,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.261496565898361
"7810",12,"WALKING","fBodyBodyGyroMag.meanFreq..",0.14607536673
"7811",12,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.113540447665217
"7812",12,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.107077796403846
"7813",13,"LAYING","fBodyBodyGyroMag.meanFreq..",0.050207734033871
"7814",13,"SITTING","fBodyBodyGyroMag.meanFreq..",0.00767543343469388
"7815",13,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.116504835842105
"7816",13,"WALKING","fBodyBodyGyroMag.meanFreq..",0.302576933403509
"7817",13,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.257421061128511
"7818",13,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.104131147823636
"7819",14,"LAYING","fBodyBodyGyroMag.meanFreq..",-0.190837039343137
"7820",14,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.171970730796296
"7821",14,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.191031011271667
"7822",14,"WALKING","fBodyBodyGyroMag.meanFreq..",-0.0398346768694915
"7823",14,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.0800347917133333
"7824",14,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.287413084037037
"7825",15,"LAYING","fBodyBodyGyroMag.meanFreq..",-0.196344267730556
"7826",15,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.0544036755389831
"7827",15,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.199913549754717
"7828",15,"WALKING","fBodyBodyGyroMag.meanFreq..",-0.04588148655205
"7829",15,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.110970740980952
"7830",15,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.291977707054167
"7831",16,"LAYING","fBodyBodyGyroMag.meanFreq..",-0.124998552485714
"7832",16,"SITTING","fBodyBodyGyroMag.meanFreq..",0.000688060278260866
"7833",16,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.0835937870487179
"7834",16,"WALKING","fBodyBodyGyroMag.meanFreq..",0.179727428509804
"7835",16,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.041547289106383
"7836",16,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.279231071313725
"7837",17,"LAYING","fBodyBodyGyroMag.meanFreq..",-0.0465567390414085
"7838",17,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.0181759388351563
"7839",17,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.115635141833333
"7840",17,"WALKING","fBodyBodyGyroMag.meanFreq..",0.351564688770492
"7841",17,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.0258920214847826
"7842",17,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.103520890333333
"7843",18,"LAYING","fBodyBodyGyroMag.meanFreq..",0.159375426572308
"7844",18,"SITTING","fBodyBodyGyroMag.meanFreq..",0.0492559518473684
"7845",18,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.212559690808219
"7846",18,"WALKING","fBodyBodyGyroMag.meanFreq..",0.17563858115
"7847",18,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.159221075909091
"7848",18,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.338125776827586
"7849",19,"LAYING","fBodyBodyGyroMag.meanFreq..",0.0778651216506024
"7850",19,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.192451620806849
"7851",19,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.24702361689726
"7852",19,"WALKING","fBodyBodyGyroMag.meanFreq..",0.174359231311538
"7853",19,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.163417975410256
"7854",19,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",0.0750700310425
"7855",20,"LAYING","fBodyBodyGyroMag.meanFreq..",0.0116918216382353
"7856",20,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.174980134954545
"7857",20,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.305415318547945
"7858",20,"WALKING","fBodyBodyGyroMag.meanFreq..",0.206699112843137
"7859",20,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.0374111876106667
"7860",20,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",0.00461127344235294
"7861",21,"LAYING","fBodyBodyGyroMag.meanFreq..",-0.20657270175
"7862",21,"SITTING","fBodyBodyGyroMag.meanFreq..",0.0449663254035294
"7863",21,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.141992346874157
"7864",21,"WALKING","fBodyBodyGyroMag.meanFreq..",0.385567790384615
"7865",21,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.130888037993333
"7866",21,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.0184299309085106
"7867",22,"LAYING","fBodyBodyGyroMag.meanFreq..",-0.0786142233430556
"7868",22,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.17107118966129
"7869",22,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.382818529412698
"7870",22,"WALKING","fBodyBodyGyroMag.meanFreq..",0.210282322456522
"7871",22,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.0581080717
"7872",22,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.224891603642857
"7873",23,"LAYING","fBodyBodyGyroMag.meanFreq..",0.102453271218056
"7874",23,"SITTING","fBodyBodyGyroMag.meanFreq..",0.125456560348529
"7875",23,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.121999620029412
"7876",23,"WALKING","fBodyBodyGyroMag.meanFreq..",0.409521611525424
"7877",23,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.402651090185185
"7878",23,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",0.079223297227451
"7879",24,"LAYING","fBodyBodyGyroMag.meanFreq..",0.0544279335515278
"7880",24,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.103804539543971
"7881",24,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.221536877376812
"7882",24,"WALKING","fBodyBodyGyroMag.meanFreq..",0.351492001672414
"7883",24,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.164772642932727
"7884",24,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.0612402085
"7885",25,"LAYING","fBodyBodyGyroMag.meanFreq..",-0.334849564949315
"7886",25,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.0911441489753846
"7887",25,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.169383482278649
"7888",25,"WALKING","fBodyBodyGyroMag.meanFreq..",-0.151513801493243
"7889",25,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.159588770951724
"7890",25,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.414531992523077
"7891",26,"LAYING","fBodyBodyGyroMag.meanFreq..",0.111740579146316
"7892",26,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.185666085064103
"7893",26,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.144605013921622
"7894",26,"WALKING","fBodyBodyGyroMag.meanFreq..",0.220811667864407
"7895",26,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.00599108142158
"7896",26,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.0255131300387273
"7897",27,"LAYING","fBodyBodyGyroMag.meanFreq..",0.174311654377973
"7898",27,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.0230774093425714
"7899",27,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.16571391208
"7900",27,"WALKING","fBodyBodyGyroMag.meanFreq..",0.148717231122807
"7901",27,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.0988527908931818
"7902",27,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.128116124333333
"7903",28,"LAYING","fBodyBodyGyroMag.meanFreq..",-0.18113593077125
"7904",28,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.137706077690278
"7905",28,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.317383910594937
"7906",28,"WALKING","fBodyBodyGyroMag.meanFreq..",-0.00198466764814815
"7907",28,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",0.114889052615435
"7908",28,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.0526395586039216
"7909",29,"LAYING","fBodyBodyGyroMag.meanFreq..",0.233760096173913
"7910",29,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.0696604205566667
"7911",29,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.0723347010092308
"7912",29,"WALKING","fBodyBodyGyroMag.meanFreq..",0.0351798881018868
"7913",29,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.1015920763425
"7914",29,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.399892274714286
"7915",30,"LAYING","fBodyBodyGyroMag.meanFreq..",-0.0802049169128571
"7916",30,"SITTING","fBodyBodyGyroMag.meanFreq..",-0.146608517580645
"7917",30,"STANDING","fBodyBodyGyroMag.meanFreq..",-0.318309078220339
"7918",30,"WALKING","fBodyBodyGyroMag.meanFreq..",-0.06888716012
"7919",30,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.175931348782258
"7920",30,"WALKING_UPSTAIRS","fBodyBodyGyroMag.meanFreq..",-0.456638670923077
"7921",1,"LAYING","fBodyBodyGyroJerkMag.mean..",-0.9423669466
"7922",1,"SITTING","fBodyBodyGyroJerkMag.mean..",-0.989797547234043
"7923",1,"STANDING","fBodyBodyGyroJerkMag.mean..",-0.994815376981132
"7924",1,"WALKING","fBodyBodyGyroJerkMag.mean..",-0.319308593778947
"7925",1,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.281963359177551
"7926",1,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.634665082075472
"7927",2,"LAYING","fBodyBodyGyroJerkMag.mean..",-0.990248702291667
"7928",2,"SITTING","fBodyBodyGyroJerkMag.mean..",-0.989861950869565
"7929",2,"STANDING","fBodyBodyGyroJerkMag.mean..",-0.977849827407407
"7930",2,"WALKING","fBodyBodyGyroJerkMag.mean..",-0.583249293389831
"7931",2,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.380175306489362
"7932",2,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.60079849625
"7933",3,"LAYING","fBodyBodyGyroJerkMag.mean..",-0.984278251290323
"7934",3,"SITTING","fBodyBodyGyroJerkMag.mean..",-0.977898105576923
"7935",3,"STANDING","fBodyBodyGyroJerkMag.mean..",-0.960331717868852
"7936",3,"WALKING","fBodyBodyGyroJerkMag.mean..",-0.607751646034483
"7937",3,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.576277199387755
"7938",3,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.716877778644068
"7939",4,"LAYING","fBodyBodyGyroJerkMag.mean..",-0.983609073333333
"7940",4,"SITTING","fBodyBodyGyroJerkMag.mean..",-0.9765477634
"7941",4,"STANDING","fBodyBodyGyroJerkMag.mean..",-0.964471139464286
"7942",4,"WALKING","fBodyBodyGyroJerkMag.mean..",-0.724327420666667
"7943",4,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.621752455777778
"7944",4,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.740749226346154
"7945",5,"LAYING","fBodyBodyGyroJerkMag.mean..",-0.984618025769231
"7946",5,"SITTING","fBodyBodyGyroJerkMag.mean..",-0.971598370227273
"7947",5,"STANDING","fBodyBodyGyroJerkMag.mean..",-0.952286438035714
"7948",5,"WALKING","fBodyBodyGyroJerkMag.mean..",-0.548053574821429
"7949",5,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.453697247021277
"7950",5,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.571344138723404
"7951",6,"LAYING","fBodyBodyGyroJerkMag.mean..",-0.953695957368421
"7952",6,"SITTING","fBodyBodyGyroJerkMag.mean..",-0.952034566
"7953",6,"STANDING","fBodyBodyGyroJerkMag.mean..",-0.955425138245614
"7954",6,"WALKING","fBodyBodyGyroJerkMag.mean..",-0.366500534122807
"7955",6,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.132705384364583
"7956",6,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.45923633377451
"7957",7,"LAYING","fBodyBodyGyroJerkMag.mean..",-0.974117912115385
"7958",7,"SITTING","fBodyBodyGyroJerkMag.mean..",-0.978634991458333
"7959",7,"STANDING","fBodyBodyGyroJerkMag.mean..",-0.973671168679245
"7960",7,"WALKING","fBodyBodyGyroJerkMag.mean..",-0.155339855862632
"7961",7,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.289096677191489
"7962",7,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.673327281960784
"7963",8,"LAYING","fBodyBodyGyroJerkMag.mean..",-0.968403945925926
"7964",8,"SITTING","fBodyBodyGyroJerkMag.mean..",-0.987730604130435
"7965",8,"STANDING","fBodyBodyGyroJerkMag.mean..",-0.983709233333333
"7966",8,"WALKING","fBodyBodyGyroJerkMag.mean..",-0.473026230833333
"7967",8,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.125179586744737
"7968",8,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.46327057804878
"7969",9,"LAYING","fBodyBodyGyroJerkMag.mean..",-0.9558062546
"7970",9,"SITTING","fBodyBodyGyroJerkMag.mean..",-0.9683155878
"7971",9,"STANDING","fBodyBodyGyroJerkMag.mean..",-0.967491628
"7972",9,"WALKING","fBodyBodyGyroJerkMag.mean..",-0.602581618269231
"7973",9,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.463172053809524
"7974",9,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.734159449387755
"7975",10,"LAYING","fBodyBodyGyroJerkMag.mean..",-0.960976821551724
"7976",10,"SITTING","fBodyBodyGyroJerkMag.mean..",-0.992191529259259
"7977",10,"STANDING","fBodyBodyGyroJerkMag.mean..",-0.965614081363636
"7978",10,"WALKING","fBodyBodyGyroJerkMag.mean..",-0.515065335849057
"7979",10,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.484196484736842
"7980",10,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.600582998297872
"7981",11,"LAYING","fBodyBodyGyroJerkMag.mean..",-0.985978837192982
"7982",11,"SITTING","fBodyBodyGyroJerkMag.mean..",-0.987255972641509
"7983",11,"STANDING","fBodyBodyGyroJerkMag.mean..",-0.992981019787234
"7984",11,"WALKING","fBodyBodyGyroJerkMag.mean..",-0.751914457457627
"7985",11,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.668340527608696
"7986",11,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.795986113703704
"7987",12,"LAYING","fBodyBodyGyroJerkMag.mean..",-0.963949607166667
"7988",12,"SITTING","fBodyBodyGyroJerkMag.mean..",-0.97848445372549
"7989",12,"STANDING","fBodyBodyGyroJerkMag.mean..",-0.963059791967213
"7990",12,"WALKING","fBodyBodyGyroJerkMag.mean..",-0.5611764414
"7991",12,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.458227490826087
"7992",12,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.714332592115385
"7993",13,"LAYING","fBodyBodyGyroJerkMag.mean..",-0.978150814032258
"7994",13,"SITTING","fBodyBodyGyroJerkMag.mean..",-0.991723741632653
"7995",13,"STANDING","fBodyBodyGyroJerkMag.mean..",-0.977197403859649
"7996",13,"WALKING","fBodyBodyGyroJerkMag.mean..",-0.338527133789474
"7997",13,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.266399903210638
"7998",13,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.656088544363636
"7999",14,"LAYING","fBodyBodyGyroJerkMag.mean..",-0.966455343137255
"8000",14,"SITTING","fBodyBodyGyroJerkMag.mean..",-0.987324239259259
"8001",14,"STANDING","fBodyBodyGyroJerkMag.mean..",-0.969175636833333
"8002",14,"WALKING","fBodyBodyGyroJerkMag.mean..",-0.591036936101695
"8003",14,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.254747132274667
"8004",14,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag.mean..",-0.457250612407407
"8005",15,"LAYING","fBodyBodyGyroJerkMag.mean..",-0.975727853888889
